"county","case_type","case_number","period"
"adair","TR","TR-2022-211","post"
"adair","CM","CM-2022-95","post"
"adair","CM","CM-2021-180","post"
"adair","CM","CM-2018-512","post"
"adair","CM","CM-2022-165","post"
"adair","CM","CM-2020-142","post"
"adair","CM","CM-2022-137","post"
"adair","CM","CM-2022-152","post"
"adair","TR","TR-2022-185","post"
"adair","TR","TR-2022-184","post"
"adair","CM","CM-2019-6","post"
"adair","CM","CM-2021-83","post"
"adair","CM","CM-2020-253","post"
"adair","CM","CM-2023-7","post"
"adair","CF","CF-2022-60","post"
"adair","CF","CF-2022-41","post"
"adair","CM","CM-2022-140","post"
"adair","TR","TR-2022-216","post"
"adair","CM","CM-2018-159","post"
"adair","CM","CM-2022-4","post"
"adair","TR","TR-2022-188","post"
"adair","TR","TR-2022-214","post"
"adair","CF","CF-2018-27","post"
"adair","CM","CM-2021-13","post"
"adair","CM","CM-2019-178","post"
"adair","TR","TR-2022-203","post"
"adair","CM","CM-2016-339","post"
"adair","CM","CM-2022-84","post"
"adair","CF","CF-2015-242","post"
"adair","CF","CF-2019-15","post"
"adair","TR","TR-2022-199","post"
"adair","CF","CF-2019-84","post"
"adair","CF","CF-2007-81","post"
"adair","CF","CF-2014-81","post"
"adair","CF","CF-2017-269","post"
"adair","CM","CM-2022-42","post"
"adair","CM","CM-2022-151","post"
"adair","CF","CF-2017-152","post"
"adair","CF","CF-2011-51","post"
"adair","CM",NA,"post"
"adair","CF","CF-2023-6","post"
"adair","CF","CF-2022-26","post"
"adair","CM","CM-2022-199","post"
"adair","CM","CM-2014-64","post"
"adair","CF","CF-2015-187","post"
"adair","CM","CM-2013-535","post"
"adair","CF","CF-2022-61","post"
"adair","CM","CM-2005-263","post"
"adair","CM","CM-2022-204","post"
"adair","CM","CM-2022-15","post"
"adair","CM","CM-2022-198","post"
"adair","TR","TR-2022-190","post"
"adair","CF","CF-2018-13","post"
"adair","CF","CF-2021-61","post"
"adair","CF","CF-2022-30","post"
"adair","CF","CF-2022-28","post"
"adair","CM","CM-2015-217","post"
"adair","CF","CF-2015-264","post"
"adair","CM","CM-2020-266","post"
"adair","CF","CF-2022-51","post"
"adair","CM","CM-2022-195","post"
"adair","CM","CM-2022-158","post"
"adair","CM","CM-2022-168","post"
"adair","CF","CF-2014-115","post"
"adair","TR","TR-2022-223","post"
"adair","CF","CF-2015-169","post"
"adair","CM","CM-2021-17","post"
"adair","TR","TR-2022-176","post"
"adair","TR","TR-2022-182","post"
"adair","TR","TR-2015-548","post"
"adair","CM","CM-2022-128","post"
"adair","CM","CM-2022-142","post"
"adair","CM","CM-2021-172","post"
"adair","CM","CM-2022-25","post"
"adair","CM","CM-2021-75","post"
"adair","CF","CF-2021-55","pre"
"adair","CM","CM-2018-543","pre"
"adair","CM","CM-2017-106","pre"
"adair","CF","CF-2017-89","pre"
"adair","CM","CM-2022-139","pre"
"adair","CM","CM-2021-218","pre"
"adair","CF","CF-2021-50","pre"
"adair","CM","CM-2022-149","pre"
"adair","CM","CM-2021-202","pre"
"adair","TR","TR-2022-123","pre"
"adair","CM","CM-2020-131","pre"
"adair","TR","TR-2022-133","pre"
"adair","CM","CM-2007-270","pre"
"adair","CF","CF-2022-43","pre"
"adair","CM","CM-2022-74","pre"
"adair","CM","CM-2022-114","pre"
"adair","TR","TR-2022-122","pre"
"adair","TR","TR-2022-164","pre"
"adair","CM","CM-2020-191","pre"
"adair","CF","CF-2022-50","pre"
"adair","CM","CM-2018-229","pre"
"adair","CM","CM-2021-114","pre"
"adair","CM","CM-2022-136","pre"
"adair","CF","CF-2017-167","pre"
"adair","TR","TR-2022-159","pre"
"adair","CF","CF-2019-20","pre"
"adair","CM","CM-2022-151","pre"
"adair","CF","CF-2006-25","pre"
"adair","CF","CF-2015-213","pre"
"adair","CF","CF-2019-150","pre"
"adair","CF","CF-2018-62","pre"
"adair","CM","CM-2022-173","pre"
"adair","CM","CM-2022-75","pre"
"adair","CM","CM-2022-11","pre"
"adair","CF","CF-2022-19","pre"
"adair","CM","CM-2020-124","pre"
"adair","CF","CF-2022-24","pre"
"adair","CF","CF-2017-251","pre"
"adair","CM","CM-2022-47","pre"
"adair","TR","TR-2022-137","pre"
"adair","TR","TR-2022-139","pre"
"adair","CM","CM-2021-48","pre"
"adair","CM","CM-2022-141","pre"
"adair","CM","CM-2019-414","pre"
"adair","CM","CM-2021-19","pre"
"adair","CF","CF-2018-39","pre"
"adair","CM","CM-2022-42","pre"
"adair","CF","CF-2001-261","pre"
"adair","CM","CM-2022-154","pre"
"adair","CF","CF-2021-37","pre"
"adair","CM","CM-2022-71","pre"
"adair","CM","CM-2018-112","pre"
"adair","CF","CF-2022-34","pre"
"adair","CM","CM-2017-164","pre"
"adair","TR","TR-2022-160","pre"
"adair","CF","CF-2022-22","pre"
"adair","CF","CF-2016-242","pre"
"adair","CF","CF-2016-86","pre"
"adair","CF","CF-2017-10","pre"
"adair","CM","CM-2021-97","pre"
"adair","CM","CM-2022-3","pre"
"adair","CM","CM-2021-199","pre"
"adair","CM","CM-2014-17","pre"
"adair","CM","CM-2010-151","pre"
"adair","CM","CM-2022-22","pre"
"adair","CF","CF-2022-32","pre"
"adair","CM","CM-2022-65","pre"
"adair","CM","CM-2022-72","pre"
"adair","CF","CF-2021-61","pre"
"adair","CM","CM-2020-21","pre"
"adair","CF","CF-2014-151","pre"
"adair","TR","TR-2022-158","pre"
"adair","CM","CM-2020-253","pre"
"adair","CM","CM-2022-40","pre"
"adair","TR","TR-2022-136","pre"
"canadian","CF","CF-2022-321","post"
"canadian","CF","CF-2021-374","post"
"canadian","CF","CF-2016-399","post"
"canadian","CM","CM-2010-557","post"
"canadian","TR","TR-2022-3447","post"
"canadian","CF","CF-2021-84","post"
"canadian","TR","TR-2022-4098","post"
"canadian","CF","CF-2022-639","post"
"canadian","CM","CM-2022-117","post"
"canadian","TR","TR-2022-4076","post"
"canadian","TR","TR-2022-3692","post"
"canadian","TR","TR-2022-4021","post"
"canadian","CM","CM-2016-433","post"
"canadian","CF","CF-2020-57","post"
"canadian","CF","CF-2022-67","post"
"canadian","CM","CM-2020-242","post"
"canadian","TR","TR-2022-3497","post"
"canadian","CM","CM-2017-44","post"
"canadian","TR","TR-2011-2820","post"
"canadian","CF","CF-2022-323","post"
"canadian","CF","CF-2021-148","post"
"canadian","CM","CM-2020-576","post"
"canadian","CM","CM-2003-767","post"
"canadian","CF","CF-2022-472","post"
"canadian","CM","CM-2022-487","post"
"canadian","TR","TR-2022-1215","post"
"canadian","TR","TR-2022-3505","post"
"canadian","TR","TR-2022-268","post"
"canadian","CM","CM-2022-187","post"
"canadian","TR","TR-2022-4073","post"
"canadian","CF","CF-2022-99","post"
"canadian","CF","CF-2022-399","post"
"canadian","CF","CF-2022-215","post"
"canadian","CF","CF-2022-318","post"
"canadian","TR","TR-2022-2068","post"
"canadian","CF","CF-2018-110","post"
"canadian","CF","CF-2016-745","post"
"canadian","TR","TR-2022-3496","post"
"canadian","CM","CM-2022-313","post"
"canadian","CF","CF-2013-203","post"
"canadian","CM","CM-2022-16","post"
"canadian","CF","CF-2018-501","post"
"canadian","TR","TR-2022-3709","post"
"canadian","CF","CF-2022-173","post"
"canadian","TR","TR-2022-3236","post"
"canadian","CF","CF-2021-642","post"
"canadian","CF","CF-2007-377","post"
"canadian","TR","TR-2022-3438","post"
"canadian","TR","TR-2022-4026","post"
"canadian","CF","CF-2010-502","post"
"canadian","CF","CF-2013-721","post"
"canadian","CM","CM-2019-929","post"
"canadian","TR","TR-2022-3439","post"
"canadian","CF","CF-2012-509","post"
"canadian","CM","CM-2022-120","post"
"canadian","CM","CM-2015-520","post"
"canadian","TR","TR-2022-3469","post"
"canadian","CF","CF-2017-82","post"
"canadian","CF","CF-2015-95","post"
"canadian","TR","TR-2022-3232","post"
"canadian","CM","CM-2020-831","post"
"canadian","CF","CF-2020-472","post"
"canadian","TR","TR-2022-3136","post"
"canadian","CM","CM-2016-236","post"
"canadian","TR","TR-2022-4310","post"
"canadian","CF","CF-2022-283","post"
"canadian","CM","CM-2021-80","post"
"canadian","TR","TR-2022-3258","post"
"canadian","CF","CF-2020-242","post"
"canadian","TR","TR-2022-3559","post"
"canadian","CF","CF-2019-433","post"
"canadian","TR","TR-2022-3031","post"
"canadian","CM","CM-2020-95","post"
"canadian","CF","CF-2022-588","post"
"canadian","TR","TR-2022-3382","post"
"canadian","TR","TR-2022-1263","pre"
"canadian","CM","CM-2021-287","pre"
"canadian","CM","CM-2016-326","pre"
"canadian","TR","TR-2022-2741","pre"
"canadian","CF","CF-2022-166","pre"
"canadian","CM","CM-2022-263","pre"
"canadian","TR","TR-2022-1870","pre"
"canadian","TR","TR-2022-2367","pre"
"canadian","TR","TR-2022-2322","pre"
"canadian","CF","CF-2020-429","pre"
"canadian","CM","CM-2020-343","pre"
"canadian","CM","CM-2020-336","pre"
"canadian","TR","TR-2022-2846","pre"
"canadian","TR","TR-2022-2875","pre"
"canadian","CM","CM-2020-16","pre"
"canadian","TR","TR-2022-2038","pre"
"canadian","TR","TR-2022-3173","pre"
"canadian","CF","CF-2007-465","pre"
"canadian","CF","CF-2012-524","pre"
"canadian","CM","CM-2022-33","pre"
"canadian","TR","TR-2019-2003","pre"
"canadian","CM","CM-2022-129","pre"
"canadian","CM","CM-2022-481","pre"
"canadian","CM","CM-2021-146","pre"
"canadian","CF","CF-2014-611","pre"
"canadian","CF","CF-2021-200","pre"
"canadian","TR","TR-2022-2929","pre"
"canadian","CF","CF-2015-603","pre"
"canadian","TR","TR-2014-468","pre"
"canadian","CF","CF-2022-63","pre"
"canadian","CF","CF-2020-459","pre"
"canadian","TR","TR-2022-2556","pre"
"canadian","CF","CF-2022-80","pre"
"canadian","TR","TR-2022-2524","pre"
"canadian","TR","TR-2022-2980","pre"
"canadian","CM","CM-2012-136","pre"
"canadian","TR","TR-2022-1154","pre"
"canadian","TR","TR-2022-554","pre"
"canadian","CM","CM-2011-2","pre"
"canadian","CF","CF-2021-268","pre"
"canadian","TR","TR-2022-2915","pre"
"canadian","CM","CM-2022-34","pre"
"canadian","TR","TR-2022-2946","pre"
"canadian","CF","CF-2007-63","pre"
"canadian","CF","CF-2016-272","pre"
"canadian","CM","CM-2020-162","pre"
"canadian","TR","TR-2022-3197","pre"
"canadian","CF","CF-2022-68","pre"
"canadian","TR","TR-2022-2520","pre"
"canadian","CF","CF-2011-98","pre"
"canadian","TR","TR-2019-3351","pre"
"canadian","CF","CF-2022-286","pre"
"canadian","CM","CM-2021-628","pre"
"canadian","TR","TR-2022-2031","pre"
"canadian","CF","CF-2022-280","pre"
"canadian","CF","CF-2021-104","pre"
"canadian","CF","CF-2021-58","pre"
"canadian","TR","TR-2022-2660","pre"
"canadian","TR","TR-2022-2770","pre"
"canadian","TR","TR-2022-2234","pre"
"canadian","TR","TR-2022-2923","pre"
"canadian","CF","CF-2020-467","pre"
"canadian","TR","TR-2022-3020","pre"
"canadian","TR","TR-2022-2780","pre"
"canadian","CM","CM-2010-492","pre"
"canadian","TR","TR-2022-2601","pre"
"canadian","CM","CM-2022-205","pre"
"canadian","CM","CM-2021-267","pre"
"canadian","CM","CM-2020-915","pre"
"canadian","CF","CF-2018-133","pre"
"canadian","CF","CF-2017-502","pre"
"canadian","CM","CM-2019-563","pre"
"canadian","CM","CM-2022-77","pre"
"canadian","CF","CF-2019-136","pre"
"canadian","TR","TR-2022-2431","pre"
"cleveland","CM","CM-2022-1413","post"
"cleveland","CF","CF-2020-1293","post"
"cleveland","CM","CM-2022-1516","post"
"cleveland","CM","CM-2022-1289","post"
"cleveland","CM","CM-2019-2407","post"
"cleveland","CM","CM-2022-363","post"
"cleveland","CM","CM-2022-2250","post"
"cleveland","CM","CM-2022-795","post"
"cleveland","CM","CM-2022-1580","post"
"cleveland","CM","CM-2022-1850","post"
"cleveland","CF","CF-2022-1187","post"
"cleveland","CF","CF-2018-450","post"
"cleveland","CM","CM-2021-2111","post"
"cleveland","CM","CM-2020-984","post"
"cleveland","CM","CM-2017-934","post"
"cleveland","CF","CF-2021-925","post"
"cleveland","TR","TR-2022-2712","post"
"cleveland","CM","CM-2022-1742","post"
"cleveland","TR","TR-2022-2479","post"
"cleveland","CF","CF-2020-270","post"
"cleveland","CF","CF-2021-743","post"
"cleveland","CF","CF-2021-1276","post"
"cleveland","CM","CM-2022-245","post"
"cleveland","CF","CF-2021-806","post"
"cleveland","CF","CF-2020-1054","post"
"cleveland","TR","TR-2022-2683","post"
"cleveland","CM","CM-2022-101","post"
"cleveland","CF","CF-2021-1042","post"
"cleveland","CF","CF-2021-855","post"
"cleveland","CM","CM-2018-1957","post"
"cleveland","CM","CM-2016-647","post"
"cleveland","CF","CF-2017-961","post"
"cleveland","CM","CM-2022-1662","post"
"cleveland","CF","CF-2023-50","post"
"cleveland","CF","CF-2020-1209","post"
"cleveland","CM","CM-2021-654","post"
"cleveland","CM","CM-2020-604","post"
"cleveland","CF","CF-2015-76","post"
"cleveland","CF","CF-2022-1180","post"
"cleveland","CF","CF-2017-1491","post"
"cleveland","CM","CM-2022-1053","post"
"cleveland","CM","CM-2022-98","post"
"cleveland","CM","CM-2022-1633","post"
"cleveland","TR","TR-2022-2292","post"
"cleveland","CM","CM-2022-211","post"
"cleveland","CF","CF-2020-1428","post"
"cleveland","TR","TR-2022-2162","post"
"cleveland","CM","CM-2022-1587","post"
"cleveland","TR","TR-2022-2561","post"
"cleveland","CM","CM-2021-1167","post"
"cleveland","CM","CM-2019-228","post"
"cleveland","CM","CM-2019-1921","post"
"cleveland","CF","CF-1996-713","post"
"cleveland","CF","CF-2022-1171","post"
"cleveland","CF","CF-2018-288","post"
"cleveland","CM","CM-2022-60","post"
"cleveland","CM","CM-2022-2204","post"
"cleveland","CF","CF-2017-1635","post"
"cleveland","CF","CF-2019-188","post"
"cleveland","CM","CM-2015-683","post"
"cleveland","CF","CF-2022-552","post"
"cleveland","CF","CF-2022-903","post"
"cleveland","CM","CM-2018-1717","post"
"cleveland","CF","CF-2022-1165","post"
"cleveland","CF","CF-2022-916","post"
"cleveland","CM","CM-2019-63","post"
"cleveland","CM","CM-2019-244","post"
"cleveland","TR","TR-2022-2258","post"
"cleveland","CF","CF-2022-790","post"
"cleveland","TR","TR-2021-756","post"
"cleveland","CM","CM-2022-1534","post"
"cleveland","CM","CM-2022-646","post"
"cleveland","CF","CF-2020-1426","post"
"cleveland","CF","CF-2022-908","post"
"cleveland","CF","CF-2022-814","post"
"cleveland","CM","CM-2022-79","pre"
"cleveland","CM","CM-2015-1400","pre"
"cleveland","CM","CM-2022-778","pre"
"cleveland","CM","CM-2019-2231","pre"
"cleveland","TR","TR-2022-2110","pre"
"cleveland","CM","CM-2022-1086","pre"
"cleveland","CF","CF-2021-102","pre"
"cleveland","TR","TR-2022-1099","pre"
"cleveland","TR","TR-2022-1952","pre"
"cleveland","CM","CM-2021-2153","pre"
"cleveland","CM","CM-2021-1811","pre"
"cleveland","CM","CM-2022-505","pre"
"cleveland","CM","CM-2019-2323","pre"
"cleveland","CM","CM-2022-1805","pre"
"cleveland","CM","CM-2022-263","pre"
"cleveland","TR","TR-2022-935","pre"
"cleveland","CF","CF-2022-853","pre"
"cleveland","CM","CM-2022-885","pre"
"cleveland","CM","CM-2022-713","pre"
"cleveland","TR","TR-2018-2295","pre"
"cleveland","CM","CM-2022-264","pre"
"cleveland","CM","CM-2022-73","pre"
"cleveland","CF","CF-2017-1476","pre"
"cleveland","TR","TR-2022-1146","pre"
"cleveland","TR","TR-2022-1458","pre"
"cleveland","CM","CM-2021-675","pre"
"cleveland","CM","CM-2020-411","pre"
"cleveland","TR","TR-2021-491","pre"
"cleveland","CM","CM-2022-1507","pre"
"cleveland","CM","CM-2022-1277","pre"
"cleveland","TR","TR-2022-989","pre"
"cleveland","TR","TR-2022-1911","pre"
"cleveland","CF","CF-2013-1422","pre"
"cleveland","CM","CM-2022-741","pre"
"cleveland","CM","CM-2022-697","pre"
"cleveland","CM","CM-2021-1868","pre"
"cleveland","CF","CF-2006-1583","pre"
"cleveland","CF","CF-2021-1144","pre"
"cleveland","TR","TR-2022-2032","pre"
"cleveland","TR","TR-2022-2116","pre"
"cleveland","TR","TR-2022-1971","pre"
"cleveland","CM","CM-2016-1441","pre"
"cleveland","CF","CF-2019-872","pre"
"cleveland","CF","CF-2022-1021","pre"
"cleveland","CF","CF-2022-969","pre"
"cleveland","CF","CF-2008-1481","pre"
"cleveland","CM","CM-2018-1346","pre"
"cleveland","CF","CF-2022-49","pre"
"cleveland","CF","CF-2022-68","pre"
"cleveland","CM","CM-2015-622","pre"
"cleveland","TR","TR-2022-1940","pre"
"cleveland","CF","CF-2022-227","pre"
"cleveland","CM","CM-2021-1088","pre"
"cleveland","CF","CF-2019-1487","pre"
"cleveland","CM","CM-2022-837","pre"
"cleveland","TR","TR-2022-1700","pre"
"cleveland","CM","CM-2022-1363","pre"
"cleveland","CM","CM-2022-1429","pre"
"cleveland","CM","CM-2021-1619","pre"
"cleveland","TR","TR-2022-1789","pre"
"cleveland","CF","CF-2022-26","pre"
"cleveland","CM","CM-2022-826","pre"
"cleveland","TR","TR-2022-1667","pre"
"cleveland","CF","CF-2015-1289","pre"
"cleveland","TR","TR-2022-1289","pre"
