county,code,category,direction,is_rule8,is_conversion_artifact,n_rows,total_amount,notes
cleveland,SIS,,,FALSE,FALSE,4,420,SUBPOENA ISSUED - SHERIFF- 3
cleveland,CRF,,,FALSE,FALSE,3,385,COURT REPORTER FEE-TRISHA CLARK CFV 19814 10-28-02
cleveland,REQJTCR,,,FALSE,FALSE,12,360,REQUEST FOR JURY TRIAL / 12-1-03 8:30AM
cleveland,CCADMIN25D,,,FALSE,FALSE,136,340,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
cleveland,CCADMIN4,,,FALSE,FALSE,4,336,COURT CLERK ADMINISTRATION FEE ON $40.00 COLLECTIONS
cleveland,PFE1,,,FALSE,FALSE,2,313,PETITION FOR WRIT OF HABEAS CORPUS AS PROSEDUENDUM/MOTION TO
cleveland,ICSPEC,,,FALSE,FALSE,5,302.17,INCARCERATION FEE-SHERIFF (SPLIT)
cleveland,AC55,,,FALSE,FALSE,2,300,(FORMERLY PC06) OSBI LAB ANALYSIS - CRIMINAL ONLY
cleveland,AC78,,,FALSE,FALSE,2,200,OKLAHOMA DEPARTMENT OF HEALTH/TRAUMA CARE FUND
cleveland,DORNJT,,,FALSE,FALSE,1,200,DESIGNATION OF RECORD NON-JURY TRIAL Pursuant to 12 O.S. § 3
cleveland,NOAPP,,,FALSE,FALSE,1,200,NOTICE OF INTENT TO APPEAL - FILED BY PRO SE DEFENDANT / DES
cleveland,COSTS,,,FALSE,FALSE,5,168.6,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
cleveland,LABF,,,FALSE,FALSE,1,150,LAB ANALYSIS FEE - PAY TO OKLAHOMA CITY POLICE DEPARTMENT
cleveland,BWAIP,,,FALSE,FALSE,4,120,"BENCH WARRANT ISSUED ON MTR S/S **** $10,000 ***** REC 1-22-"
cleveland,OTCR,,,FALSE,FALSE,31,100.64,REFUND OF OKLAHOMA TAX COMMISSION COLLECTION FEE REQUESTED
cleveland,WAI,,,FALSE,FALSE,1,100.63,"WARRANT OF ARREST ISSUED, JUDGE: LORI WALKLEY - BOND AMOUNT:"
cleveland,NOREQ,,,FALSE,FALSE,1,100,"NOTICE OF INTENT TO APPEAL; ORDER DETERMINING INDIGENCY, APP"
cleveland,OTC,,,FALSE,FALSE,3,90,ISSUE ORDER TO CONDUCT - DELAYED SENTENCING -SENTENCING 5-15
cleveland,AC29,,,FALSE,FALSE,2,80,ACCOUNT BALANCE- AC29. AS OF CONVERSION FROM THE MAINFRAME (
cleveland,BWIMW,,,FALSE,FALSE,2,80,"BENCH WARRANT FOR MATERIAL WITNESS(JUVENILLE), BOND AMOUNT $"
cleveland,AC31,,,FALSE,FALSE,39,-77,ACCOUNT BALANCE- AC31. AS OF CONVERSION FROM THE MAINFRAME (
cleveland,ICFEE,,,FALSE,FALSE,2,70,INSUFFICIENT CHECK/DRAFT FEE
cleveland,SFCCCR,,,FALSE,FALSE,14,-70,ADDITION OF 10% FOR WARRANT COLLECTION REVERSED
cleveland,SFCSFR,,,FALSE,FALSE,14,70,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%) REVERSED
cleveland,ATTO,,,FALSE,FALSE,1,50,ATTORNEY FEE - TULSA AND OKLAHOMA COUNTY PUBLIC DEFENDER
cleveland,BWIFC,,,FALSE,FALSE,1,50,"BENCH WARRANT ISSUED - FAILURE TO COMPLY, JUDGE: THAD BALKMA"
cleveland,FINETOUR1,,,FALSE,FALSE,1,50,FINE ½ PAYABLE TO OKLAHOMA TOURISM & RECREATION DEPARTMENT R
cleveland,LT,,,FALSE,FALSE,5,50,LETTER TO DEFENDANT CM 70023150000233967080 Document Availab
cleveland,RETJS,,,FALSE,FALSE,1,50,RETURN JUDGMENT & SENTENCE Document Available (#1007468781) 
cleveland,ROCC,,,FALSE,FALSE,1,50,RETURN ORDER OF COMMITMENT TO STATE HOSPITAL Document Availa
cleveland,COPY,,,FALSE,FALSE,1,44,COPIES CHARGED
cleveland,CBELT,,,FALSE,FALSE,4,40,COURT COSTS ON SEAT BELT VIOLATION
cleveland,BWR,,,FALSE,FALSE,1,30,RETURNED BENCH WARRANT WITH SHERIFF'S RETURN
cleveland,CTFREE,,,FALSE,FALSE,1,30,SO: JT 12-3-2001 8:30AM (TL)
cleveland,REC03,,,FALSE,FALSE,1,30,RECEIPTS (3) FOR CERTIFIED MAIL BONNIE GALMORE #2795 AND COU
cleveland,AC72,,,FALSE,FALSE,1,10.5,DA INCARCERATION FEE
cleveland,AC73,,,FALSE,FALSE,1,10.5,DA COUNCIL FEE
cleveland,BOTRF,,,FALSE,FALSE,1,10,A BOND FROM CASE # CM-2018-721 DATED 03/28/2022 HAS BEEN TRA
cleveland,DMFE,,,FALSE,FALSE,1,7,DISPUTE MEDIATION FEE
cleveland,O,,,FALSE,FALSE,1,7,ORDER (COURT CLERK) FAILURE TO PAY COSTS
cleveland,CFT,,,FALSE,FALSE,4,5.58,COURT FUND TRANSFER - PER 28 O.S. 106 UNCLAIMED - UNDER $25.
cleveland,OCASA,,,FALSE,FALSE,1,5,OKLAHOMA COURT APPOINTED SPECIAL ADVOCATES
cleveland,OCJC,,,FALSE,FALSE,1,1.55,OKLAHOMA COUNCIL ON JUDICIAL COMPLAINTS REVOLVING FUND
cleveland,DCADMIN05,,,FALSE,FALSE,1,0.75,DISTRICT COURT ADMINISTRATIVE FEE ON $5 COLLECTIONS
cleveland,CCADMIN04,,,FALSE,FALSE,1,0.5,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
cleveland,SJFIS,,,FALSE,FALSE,1,0.45,STATE JUDICIAL REVOLVING FUND - INTERPRETER AND TRANSLATOR S
cleveland,DCADMIN155,,,FALSE,FALSE,1,0.23,DISTRICT COURT ADMINISTRATIVE FEE ON $1.55 COLLECTIONS
cleveland,CCADMIN0155,,,FALSE,FALSE,1,0.16,COURT CLERK ADMINISTRATIVE FEE ON $1.55 COLLECTION
comanche,FINE,,,FALSE,FALSE,128,27710,FINES PAYABLE TO COUNTY
comanche,OCISR,,,FALSE,FALSE,368,8868,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
comanche,AC35,,,FALSE,FALSE,88,7700,COMANCHE COUNTY DETENTION CENTER JAIL COST SHEET Document Av
comanche,OTC$$,,,FALSE,FALSE,11,5840.94,OKLAHOMA TAX COMMISSION MONIES RECEIVED FOR PAYMENT OF COST
comanche,DNAO,,,FALSE,FALSE,36,5400,DNA LAB FEE- - PAY TO OSBI
comanche,AC52,,,FALSE,FALSE,3,5170.25,NEW ACCOUNTAC52 --ACCOUNT BALANCE -- PC01 CIVIL = $126.60 AS
comanche,BWIFA,,,FALSE,FALSE,95,4730,"BENCH WARRANT ISSUED FAILED TO APPEAR, JUDGE: GERALD NEUWIRT"
comanche,COSTT,,,FALSE,FALSE,48,4224,TRAFFIC COSTS
comanche,BOJ,,,FALSE,FALSE,149,3725,BOND INITIAL FILING JAIL FUND FEE
comanche,CBR,,,FALSE,FALSE,6,3600,CASH BOND RECEIVED FROM MARQUEL PHIPPS
comanche,AC08,,,FALSE,FALSE,22,3357.15,ACCOUNT BALANCE- AC08. AS OF CONVERSION FROM THE MAINFRAME (
comanche,PR,,,FALSE,FALSE,185,3250,"RECOGNIZANCE BOND FOR NIBBS, ROCINDA DIANE, COUNT NUMBER 1, "
comanche,BWIFAR,,,FALSE,FALSE,57,2850,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO RE
comanche,COSTM,,,FALSE,FALSE,33,2681,COURT COSTS ON MISDEMEANOR
comanche,VCA,,,FALSE,FALSE,57,2455,VICTIMS COMPENSATION ASSESSMENT (AC12)
comanche,ATFEE,,,FALSE,FALSE,10,2400,COURT APPOINTED ATTORNEY FEE ASSESSED TO DEFENDANT (OIDS)
comanche,DCADMIN,,,FALSE,FALSE,85,2349.63,DISTRICT COURT ADMINISTRATIVE FEE
comanche,DPSFEE,,,FALSE,FALSE,70,2213,DPS PATROL VEHICLE FUND FEE ASSESSMENT
comanche,CCADMIN,,,FALSE,FALSE,115,2084.78,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
comanche,TCARF,,,FALSE,FALSE,87,1950,TRAUMA CARE ASSISTANCE REVOLVING FUND
comanche,COSTF,,,FALSE,FALSE,18,1789.87,COURT COSTS ON FELONY
comanche,PJIJC,,,FALSE,FALSE,10,1350,PRIVATE JAIL INCARCERATION FEE
comanche,AC14,,,FALSE,FALSE,3,1250,ACCOUNT BALANCE- AC14. AS OF CONVERSION FROM THE MAINFRAME (
comanche,BWIAR,,,FALSE,FALSE,23,1130,"BENCH WARRANT ISSUED ON APPLICATION TO REVOKE, JUDGE: GERALD"
comanche,AC80,,,FALSE,FALSE,61,1125,ADJUSTMENT TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
comanche,SFC,,,FALSE,FALSE,3,1107.9,CASE SENT FOR COLLECTION. BATCH ID: 20180505-1290 - COLLECTI
comanche,SIS$,,,FALSE,FALSE,22,1100,SUBPOENA ISSUED - SHERIFF DELPHINE NELSON 1323-737
comanche,CLEET,,,FALSE,FALSE,115,1040,CLEET PENALTY ASSESSMENT
comanche,DACPAT,,,FALSE,FALSE,60,1035.6,DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
comanche,SSFCHS,,,FALSE,FALSE,105,984,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
comanche,FOREN,,,FALSE,FALSE,115,924,FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
comanche,AFIS,,,FALSE,FALSE,115,912,AFIS FEE
comanche,WAI$,,,FALSE,FALSE,19,890,"WARRANT OF ARREST ISSUED, JUDGE: JOE REEVES - COUNT 1 - EMBE"
comanche,BO,,,FALSE,FALSE,41,885,"SURETY BOND FOR NIBBS, ROCINDA DIANE POSTED BY PEARSON, TIMO"
comanche,AC01,,,FALSE,FALSE,67,-839.46,ACCOUNT BALANCE- AC01. AS OF CONVERSION FROM THE MAINFRAME (
comanche,CCDUI,,,FALSE,FALSE,5,832.5,COURT COSTS ON DUI (MUNICIPAL ARREST)
comanche,BWIR8,,,FALSE,FALSE,16,780,"BENCH WARRANT ISSUED - RULE 8, JUDGE: MARK SMITH 967-549 WAR"
comanche,DACPAM,,,FALSE,FALSE,31,780,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
comanche,AIDS,,,FALSE,FALSE,19,760,APPLICATION FOR INDIGENT DEFENSE / APPROVED JUDGE HARRIS 189
comanche,DACPAF,,,FALSE,FALSE,18,625,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
comanche,PFE7,,,FALSE,FALSE,104,621,LAW LIBRARY FEE
comanche,DCADMIN25,,,FALSE,FALSE,158,592.5,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
comanche,SSF,,,FALSE,FALSE,117,549.25,SHERIFF'S SERVICE FEE ON ARRESTS
comanche,NOF,,,FALSE,FALSE,11,514.5,NOTICE OF FILING / ROBIN DURHAM TRANSCRIPT J&S $49 1453-673
comanche,CCADMIN25,,,FALSE,FALSE,200,500,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
comanche,DFEE,,,FALSE,FALSE,1,480,DEFERRED SENTENCE FEE
comanche,AC85,,,FALSE,FALSE,3,450,OSBI DNA FEE
comanche,MELRF,,,FALSE,FALSE,45,450,MEDICAL EXPENSE LIABILITY REVOLVING FUND
comanche,COSTS,,,FALSE,FALSE,13,438.36,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
comanche,ADJUST,,,FALSE,FALSE,193,429.8,ADJUSTING ENTRY: MONIES DUE TO AC09-CARD ALLOCATION
comanche,DACPAD,,,FALSE,FALSE,5,416.25,DA COUNCIL PROSECUTION ASSESSMENT FOR MUNICIPAL DUI
comanche,MUNI,,,FALSE,FALSE,5,416.25,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
comanche,CFOCAW,,,FALSE,FALSE,8,400,"COURT FINANCIAL OBLIGATION - COST ARREST WARRANT, JUDGE: JAY"
comanche,REQCR,,,FALSE,FALSE,19,380,COURT REPORTER FEE AT TRIAL (JURY/NON-JURY/PRELIMINARY)
comanche,AGVSU,,,FALSE,FALSE,105,294.6,ATTORNEY GENERAL VICTIM SERVICES UNIT
comanche,CHAB,,,FALSE,FALSE,105,294.6,C.H.A.B. STATUTORY FEE
comanche,AC12,,,FALSE,FALSE,4,240,ACCOUNT BALANCE- AC12. AS OF CONVERSION FROM THE MAINFRAME (
comanche,TR,,,FALSE,FALSE,5,234.5,TRANSCRIPT ON GUILTY PLEA 4/7/2016 BEFORE JUDGE SMITH (9) PA
comanche,RETJSP$,,,FALSE,FALSE,4,200,RETURN JUDGMENT & SENTENCE -PRIVATE 1728-854
comanche,WICF,,,FALSE,FALSE,12,189.38,WARRANT INTERCEPT 3% COLLECTION FEE
comanche,TEXT,,,FALSE,FALSE,4,189.05,COMANCHE COUNTY DETENTION CENTER JAIL COST SHEET BOOKING FEE
comanche,CBELT,,,FALSE,FALSE,16,160,COURT COSTS ON SEAT BELT VIOLATION
comanche,DAIJC,,,FALSE,FALSE,10,150,DA FEE - INMATE JAIL COSTS
comanche,LABO,,,FALSE,FALSE,1,150,LAB ANALYSIS FEE- - PAY TO OSBI LAB
comanche,O&J,,,FALSE,FALSE,8,140,ORDER & JUDGMENT OF FORFEITURE / JUDGE NEUWIRTH CERTIFIED CO
comanche,CBWF1,,,FALSE,FALSE,24,120,CLERK'S BENCH WARRANT FEE {TITLE 22 O.S.966A}
comanche,BFR,,,FALSE,FALSE,4,-100,BOND FEE REALLOCATION FROM COURT FUND
comanche,BOJD,,,FALSE,FALSE,4,100,BOND INITIAL FILING JAIL FUND FEE
comanche,BWIAA,,,FALSE,FALSE,2,100,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE, JUDGE: KE"
comanche,DRUG,,,FALSE,FALSE,1,100,DRUG ABUSE EDUCATION/TREATMENT FEE (MENTAL HEALTH)
comanche,CRFD,,,FALSE,FALSE,4,80,COURT REPORTER FEE ON DISPOSITION
comanche,IDEA,,,FALSE,FALSE,5,75,DPS IMPAIRED DRIVER DATABASE FEE
comanche,NOFe,,,FALSE,FALSE,7,70,NOTICE OF FAILURE TO COMPLY ELECTRONICALLY TRANSFERRED TO TH
comanche,BWIFAA,,,FALSE,FALSE,1,50,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO AC
comanche,BWAIP,,,FALSE,FALSE,1,30,BENCH WARRANT - ISSUED 631.919
comanche,AC31,,,FALSE,FALSE,8,-20,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
comanche,BNDE,,,FALSE,FALSE,4,20,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
comanche,LT,,,FALSE,FALSE,2,20,LATE LETTER TO DEFT ON PAST DUE FINES AND COST FINAL NOTICE 
comanche,DCADMIN25D,,,FALSE,FALSE,4,15,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
comanche,SFCCC,,,FALSE,FALSE,3,15,ADDITION OF 10% FOR WARRANT COLLECTION
comanche,SFCSF,,,FALSE,FALSE,3,-15,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
comanche,AC22,,,FALSE,FALSE,1,10,ACCOUNT BALANCE- AC22. AS OF CONVERSION FROM THE MAINFRAME (
comanche,CCADMIN25D,,,FALSE,FALSE,4,10,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
comanche,AC23,,,FALSE,FALSE,1,6,ACCOUNT BALANCE- AC23. AS OF CONVERSION FROM THE MAINFRAME (
comanche,TCARFF,,,FALSE,FALSE,1,5,TRAUMA CARE ASSISTANCE REVOLVING FUND FINE
comanche,AC21,,,FALSE,FALSE,1,1.46,ACCOUNT BALANCE- AC21. AS OF CONVERSION FROM THE MAINFRAME (
ellis,FINE,,,FALSE,FALSE,165,31315,FINES PAYABLE TO COUNTY
ellis,OCISR,,,FALSE,FALSE,413,10031,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
ellis,TCARF,,,FALSE,FALSE,149,5090,TRAUMA CARE ASSISTANCE REVOLVING FUND
ellis,COSTT,,,FALSE,FALSE,54,4747,TRAFFIC COSTS
ellis,COSTM,,,FALSE,FALSE,54,4482,COURT COSTS ON MISDEMEANOR
ellis,COSTD,,,FALSE,FALSE,11,3653,COURT COSTS ON DUI
ellis,VCA,,,FALSE,FALSE,88,3565,VICTIMS COMPENSATION ASSESSMENT (AC12)
ellis,SFC,,,FALSE,FALSE,10,3513.13,CASE SENT FOR COLLECTION. BATCH ID: 20130619-213 - COLLECTIO
ellis,COSTF,,,FALSE,FALSE,34,3452,COURT COSTS ON FELONY
ellis,DFEE,,,FALSE,FALSE,3,3380,DEFERRED SENTENCE FEE
ellis,DPSFEE,,,FALSE,FALSE,83,3184,DPS PATROL VEHICLE FUND FEE ASSESSMENT
ellis,DCADMIN,,,FALSE,FALSE,146,2802.54,DISTRICT COURT ADMINISTRATIVE FEE
ellis,AC53,,,FALSE,FALSE,14,2700,(FORMERLY PC04) IDS ATTORNEY FEES - CRIMINAL ONLY
ellis,CCADMIN,,,FALSE,FALSE,176,2696.44,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
ellis,PJIJC,,,FALSE,FALSE,1,2268,PRIVATE JAIL INCARCERATION FEE
ellis,ATFEE,,,FALSE,FALSE,12,2250,COURT APPOINTED ATTORNEY FEE ASSESSED TO DEFENDANT (OIDS)
ellis,AIDS,,,FALSE,FALSE,56,2235,APPLICATION AND ORDER FOR APPOINTED COUNSEL AND AFFIDAVIT OF
ellis,CTFD,,,FALSE,FALSE,4,2160,COURT FUND ASSESSMENT $40 PER MONTH
ellis,BWIFP,,,FALSE,FALSE,43,2150,"BENCH WARRANT ISSUED FAILED TO PAY, JUDGE: JOE JACKSON - BON"
ellis,BWIFA,,,FALSE,FALSE,42,2140,"BENCH WARRANT ISSUED FAILED TO APPEAR, JUDGE: JOE JACKSON - "
ellis,BOJ,,,FALSE,FALSE,79,1975,BOND INITIAL FILING JAIL FUND FEE
ellis,AC35,,,FALSE,FALSE,4,1722.1,INMATE JAIL COSTS/INCARCERATION FEE - $50.00/DAY FOR 30 DAYS
ellis,DACPAM,,,FALSE,FALSE,61,1680,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
ellis,SSFCHS,,,FALSE,FALSE,166,1544.5,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
ellis,CLEET,,,FALSE,FALSE,166,1512.5,CLEET PENALTY ASSESSMENT
ellis,DACPAF,,,FALSE,FALSE,35,1450,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
ellis,AFIS,,,FALSE,FALSE,166,1384.5,AFIS FEE
ellis,FOREN,,,FALSE,FALSE,166,1384.5,FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
ellis,SIS$,,,FALSE,FALSE,26,1300,SUBPOENA ISSUED - SHERIFF FOR SERVICE ON SHANE BOOTH
ellis,WAI$,,,FALSE,FALSE,26,1300,"WARRANT OF ARREST ISSUED, JUDGE: JOE JACKSON - BOND AMOUNT: "
ellis,BO,,,FALSE,FALSE,83,1205,"CASH BOND FOR PIERCE, JOSHUA MICHAEL POSTED BY BENBROOK, DOU"
ellis,DACPAT,,,FALSE,FALSE,69,1114.8,DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
ellis,AC33,,,FALSE,FALSE,10,1050,DRUG ABUSE EDUCATION/TREATMENT FUND (MEN.HLTH FEE) CRIMINAL 
ellis,LABO,,,FALSE,FALSE,7,1050,LAB ANALYSIS FEE- - PAY TO OSBI LAB
ellis,MELRF,,,FALSE,FALSE,95,950,MEDICAL EXPENSE LIABILITY REVOLVING FUND
ellis,ADJUST,,,FALSE,FALSE,328,931.28,ADJUSTING ENTRY: MONIES DUE TO AC09-CARD ALLOCATION
ellis,PFE7,,,FALSE,FALSE,154,924,LAW LIBRARY FEE
ellis,AC85,,,FALSE,FALSE,6,900,OSBI DNA FEE
ellis,DNAO,,,FALSE,FALSE,6,900,DNA LAB FEE- - PAY TO OSBI
ellis,AC14,,,FALSE,FALSE,3,850,FINES PAYABLE TO COUNTY
ellis,SSF,,,FALSE,FALSE,175,817.25,SHERIFF'S SERVICE FEE ON ARRESTS
ellis,COSTS,,,FALSE,FALSE,22,796.12,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
ellis,BWIAR,,,FALSE,FALSE,14,776.5,"BENCH WARRANT ISSUED ON APPLICATION TO REVOKE, JUDGE: JOE JA"
ellis,CRFD,,,FALSE,FALSE,37,740,COURT REPORTER FEE ON DISPOSITION
ellis,AC67,,,FALSE,FALSE,24,691.2,DISTRICT COURT REVOLVING FUND FOR DNA FEE
ellis,AC08,,,FALSE,FALSE,19,665,BOOK IN FEE
ellis,CFOCAW,,,FALSE,FALSE,13,650,COURT FINANCIAL OBLIGATION - COST ARREST WARRANT Document Av
ellis,AC31,,,FALSE,FALSE,27,500.8,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
ellis,BWIAA,,,FALSE,FALSE,10,500,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE, JUDGE: LA"
ellis,WHCS,,,FALSE,FALSE,1,493.12,WRIT OF HABEAS CORPUS SERVED 5-24-24 Document Available at C
ellis,AGVSU,,,FALSE,FALSE,166,462.3,ATTORNEY GENERAL VICTIM SERVICES UNIT
ellis,CHAB,,,FALSE,FALSE,166,462.3,C.H.A.B. STATUTORY FEE
ellis,AC27,,,FALSE,FALSE,4,400,DRUG ABUSE EDUCATION FUND 63 2-417 CRIMINAL ONLY
ellis,CER,,,FALSE,FALSE,2,396.79,CERTIFICATION TO COURT CLERK (DA PAYING WITNESS FEES) Pursua
ellis,LT,,,FALSE,FALSE,38,380,COST DOCKET LETTER Document Available at Court Clerk's Offic
ellis,TCARFF,,,FALSE,FALSE,2,375,TRAUMA CARE ASSISTANCE REVOLVING FUND FINE
ellis,CERTS,,,FALSE,FALSE,1,365.01,"CERTIFICATION TO COURT CLERK Pursuant to 12 O.S. § 39, Docum"
ellis,DCADMIN25,,,FALSE,FALSE,81,303.75,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
ellis,AC55,,,FALSE,FALSE,2,300,(FORMERLY PC06) OSBI LAB ANALYSIS - CRIMINAL ONLY
ellis,J&S,,,FALSE,FALSE,1,297,JUDGMENT AND SENTENCE WITH SHERIFF'S RETURN FOR STATEMENT OF
ellis,CBWF1,,,FALSE,FALSE,59,295,CLERK'S BENCH WARRANT FEE {TITLE 22 O.S.966A}
ellis,O&J,,,FALSE,FALSE,14,270.96,ORDER & JUDGMENT OF FORFEITURE- COPY BY CERTIFIED MAIL TO: R
ellis,WHCI,,,FALSE,FALSE,5,261,WRIT OF HABEAS CORPUS AD PROSEQUENDUM ISSUED Document Availa
ellis,DAIJC,,,FALSE,FALSE,1,252,DA FEE - INMATE JAIL COSTS
ellis,W,,,FALSE,FALSE,2,241.26,WRIT OF HABEAS CORPUS AD PROSEQUENDUM WITH SHERIFF'S RETURN 
ellis,PR,,,FALSE,FALSE,16,235,"RECOGNIZANCE BOND FOR CRANE, GAYLA JEAN POSTED BY CRANE, GAY"
ellis,CCADMIN25,,,FALSE,FALSE,91,227.5,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
ellis,AC01,,,FALSE,FALSE,13,-225,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
ellis,AC80,,,FALSE,FALSE,13,225,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
ellis,CRF,,,FALSE,FALSE,10,200,COURT REPORTER FEE-TRIAL ON MERITS
ellis,TCS,,,FALSE,FALSE,4,200,TRANSPORT COST - SHERIFF
ellis,CCDUI,,,FALSE,FALSE,1,166.5,COURT COSTS ON DUI (MUNICIPAL ARREST)
ellis,MUNI,,,FALSE,FALSE,1,166.5,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
ellis,BFR,,,FALSE,FALSE,6,-150,BOND FEE REALLOCATION FROM COURT FUND
ellis,AC12,,,FALSE,FALSE,3,135,VICTIM'S COMPENSATION ASSESSMENT (VCA) CRIMINAL ONLY
ellis,BOJD,,,FALSE,FALSE,5,125,BOND INITIAL FILING JAIL FUND FEE
ellis,TEXT,,,FALSE,FALSE,6,115.87,RE-COMMITMENT OF DEFENDANT BY BONDSMAN AND MAKING TWO COPIES
ellis,IDEA,,,FALSE,FALSE,7,105,DPS IMPAIRED DRIVER DATABASE FEE
ellis,BWIFAR,,,FALSE,FALSE,2,100,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO RE
ellis,DRUG,,,FALSE,FALSE,1,100,DRUG ABUSE EDUCATION/TREATMENT FEE (MENTAL HEALTH)
ellis,AC22,,,FALSE,FALSE,1,97.2,SHERIFF'S SERVICE & INCARCERATION FEE-4 DAYS AT 90%
ellis,DADRUG,,,FALSE,FALSE,1,90,DISTRICT ATTORNEY DRUG ASSESSMENT
ellis,T,,,FALSE,FALSE,2,87.5,ORIGINAL TRANSCRIPT OF PROCEEDINGS GUILTY PLEA HAD ON THE 22
ellis,CBELT,,,FALSE,FALSE,8,80,COURT COSTS ON SEAT BELT VIOLATION
ellis,MSF,,,FALSE,FALSE,7,70,MAILING SERVICE FEE (PER PERSON)
ellis,NOFe,,,FALSE,FALSE,7,70,NOTICE OF FAILURE TO COMPLY ELECTRONICALLY TRANSFERRED TO TH
ellis,BNDE,,,FALSE,FALSE,13,65,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
ellis,LABC,,,FALSE,FALSE,4,60,LAB ANALYSIS 10% COURT COST
ellis,WICF,,,FALSE,FALSE,8,57.89,WARRANT INTERCEPT 3% COLLECTION FEE
ellis,BWICA,,,FALSE,FALSE,1,50,"BENCH WARRANT ISSUED - CAUSE, JUDGE: JOE JACKSON - BOND AMOU"
ellis,SU,,,FALSE,FALSE,1,50,"SUBPOENA UNSERVED, TAYLOR LYNN HAMILTON, NOT FOUND IN COUNTY"
ellis,WHCP$,,,FALSE,FALSE,1,50,WRIT OF HABEAS CORPUS AD PROSEQUENDUM ISSUED TO SHERIFF Docu
ellis,SFCCC,,,FALSE,FALSE,8,40,ADDITION OF 10% FOR WARRANT COLLECTION
ellis,SFCSF,,,FALSE,FALSE,8,-40,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
ellis,COPY,,,FALSE,FALSE,12,23,COPIES CHARGED-MAKING COPY OF BOND FOR JANE WILCOXSON
ellis,DCADMIN25D,,,FALSE,FALSE,6,22.5,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
ellis,NFC,,,FALSE,FALSE,2,20,"NOTICE OF FAILURE TO COMPLY MAILED - DUE BY: NOVEMBER 8, 202"
ellis,NO,,,FALSE,FALSE,2,20,NOTICE OF WARRANT INTERCEPT Document Available at Court Cler
ellis,CCADMIN25D,,,FALSE,FALSE,6,15,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
ellis,SFIJC,,,FALSE,FALSE,1,15,SHERIFF'S FUND - INMATE JAIL COSTS - DNA FEE
ellis,AC72,,,FALSE,FALSE,1,10.8,DA INCARCERATION FEE - 4 DAYS @ 10%
ellis,AC78,,,FALSE,FALSE,1,10,OKLAHOMA DEPARTMENT OF HEALTH/TRAUMA CARE FUND
ellis,SIM,,,FALSE,FALSE,1,10,"SUBPOENA ISSUED TO DA FOR SERVICE ON ALLI TIMMONS, OSBI Docu"
ellis,AC23,,,FALSE,FALSE,1,6,LAW LIBRARY FEE CIVIL AND CRIMINAL
